1,,593,,
1,,711,1400,
1,,1500,,
1,,1200,134606452,
1,,505,,
1,,855,843300,
1,,556,,
1,,891,TRUE,
1,,3600,30,1000
1,,710,40,1200
1,,2200,50,1400
1,,1900,60,1800
1,,823,70,2300
1,,10000,80,3400
1,,761,,
1,,1600,mean,3395.380184
1,,13600,,
1,,3100,,
1,,5700,,
1,,17100,,
1,,2800,,
1,,598,,
1,,445,,
1,,1500,,
1,,852,,
1,,783,,
1,,1500,,
1,,1800,,
1,,462,,
1,,425,,
1,,3200,,
1,,3900,,
1,,480,,
1,,573,,
1,,3600,,
1,,343,,
1,,7700,,
1,,2600,,
1,,504,,
1,,2100,,
1,,1100,,
1,,401,,
1,,4200,,
1,,1200,,
1,,1500,,
1,,575,,
1,,507,,
1,,1200,,
1,,695,,
1,,1200,,
2,,4900,,
2,,382,,
2,,400,,
2,,4600,,
2,,2400,,
2,,1600,,
2,,1100,,
2,,1300,,
2,,819,,
2,,585,,
2,,536,,
2,,834,,
2,,645,,
2,,598,,
2,,217,,
2,,3200,,
2,,545,,
2,,1800,,
2,,1200,,
2,,732,,
2,,1200,,
2,,2800,,
2,,495,,
2,,690,,
2,,1300,,
2,,552,,
2,,631,,
2,,4800,,
2,,851,,
2,,755,,
2,,468,,
2,,4600,,
2,,1300,,
2,,1200,,
2,,1100,,
2,,1500,,
2,,2400,,
2,,1200,,
2,,1700,,
2,,1200,,
2,,500,,
2,,455,,
2,,1100,,
2,,459,,
2,,1400,,
3,,6400,,
3,,4800,,
3,,695,,
3,,341,,
3,,1900,,
3,,1200,,
3,,450,,
3,,663,,
3,,302,,
3,,971,,
3,,1400,,
3,,1000,,
3,,1900,,
3,,1100,,
3,,1100,,
3,,1500,,
3,,2000,,
3,,5700,,
3,,7100,,
3,,1200,,
3,,705,,
3,,1900,,
3,,3800,,
3,,2300,,
3,,575,,
3,,1800,,
3,,1600,,
3,,1900,,
3,,5600,,
3,,1500,,
3,,9200,,
3,,1700,,
3,,6000,,
3,,752,,
3,,19400,,
3,,1700,,
3,,1600,,
3,,788,,
3,,454,,
3,,1100,,
3,,2800,,
3,,1600,,
3,,2000,,
3,,412,,
3,,1100,,
3,,417,,
3,,1600,,
3,,2500,,
3,,474,,
3,,2100,,
3,,513,,
3,,10400,,
3,,2200,,
3,,5600,,
3,,373,,
3,,1000,,
3,,3200,,
3,,657,,
3,,2100,,
3,,727,,
3,,350,,
3,,1900,,
3,,1200,,
3,,2800,,
3,,341,,
3,,648,,
3,,1300,,
3,,1000,,
3,,1300,,
3,,1700,,
3,,4600,,
3,,2700,,
3,,1700,,
3,,450,,
3,,939,,
3,,1600,,
3,,866,,
3,,606,,
3,,5000,,
3,,11500,,
3,,529,,
3,,28000,,
3,,1700,,
3,,761,,
3,,958,,
3,,904,,
3,,1200,,
3,,4500,,
3,,1200,,
3,,427,,
3,,1300,,
3,,3200,,
3,,377,,
3,,3400,,
3,,972,,
3,,979,,
3,,737,,
3,,3800,,
3,,396,,
3,,1700,,
3,,676,,
3,,2900,,
3,,2500,,
3,,1400,,
3,,484,,
3,,7500,,
3,,441,,
3,,922,,
3,,473,,
3,,3200,,
3,,1600,,
3,,1300,,
3,,1300,,
3,,5600,,
3,,8100,,
3,,5500,,
3,,3800,,
3,,933,,
3,,2500,,
3,,1700,,
3,,2400,,
3,,11400,,
3,,308,,
3,,1400,,
3,,762,,
3,,1200,,
3,,657,,
3,,1200,,
3,,11800,,
3,,2400,,
3,,794,,
3,,1500,,
3,,1300,,
3,,1200,,
3,,1900,,
3,,1500,,
3,,698,,
3,,1100,,
3,,742,,
3,,2000,,
3,,1000,,
3,,1500,,
3,,1200,,
3,,751,,
3,,775,,
3,,569,,
3,,3000,,
3,,1500,,
3,,1100,,
3,,979,,
3,,802,,
3,,2300,,
3,,835,,
3,,2000,,
3,,12000,,
3,,423,,
3,,1000,,
3,,1600,,
3,,1400,,
3,,2400,,
3,,1200,,
3,,1500,,
3,,1400,,
3,,1000,,
3,,400,,
3,,1700,,
3,,3200,,
3,,1100,,
3,,4400,,
3,,1400,,
3,,924,,
3,,1900,,
3,,1300,,
3,,1300,,
3,,1800,,
3,,37400,,
3,,18000,,
3,,2500,,
3,,18200,,
3,,924,,
3,,730,,
3,,3500,,
3,,1900,,
3,,614,,
3,,2900,,
3,,1600,,
3,,1100,,
3,,1100,,
3,,2200,,
3,,582,,
3,,1000,,
3,,1700,,
3,,720,,
3,,19800,,
3,,1500,,
3,,3000,,
3,,2500,,
3,,4400,,
3,,1400,,
3,,1600,,
3,,2100,,
3,,1100,,
3,,2100,,
3,,840,,
3,,1100,,
3,,1600,,
3,,2100,,
3,,2200,,
3,,9000,,
3,,622,,
3,,1000,,
3,,658,,
3,,1400,,
3,,1500,,
3,,2300,,
3,,5200,,
3,,5300,,
3,,1600,,
3,,6300,,
3,,2000,,
3,,2300,,
3,,1900,,
3,,1700,,
3,,1600,,
3,,1400,,
3,,2100,,
3,,3400,,
3,,1000,,
3,,1800,,
3,,25200,,
3,,15700,,
3,,1700,,
3,,2700,,
3,,5400,,
3,,1300,,
3,,3800,,
3,,7900,,
3,,731,,
3,,1900,,
3,,3100,,
3,,1900,,
3,,9700,,
3,,3400,,
3,,894,,
3,,1300,,
3,,2100,,
3,,12100,,
3,,1400,,
3,,3700,,
3,,2200,,
3,,1300,,
3,,1600,,
3,,1400,,
3,,14300,,
3,,33100,,
3,,3400,,
3,,5400,,
3,,5600,,
3,,618,,
3,,2300,,
3,,8000,,
3,,630,,
3,,2900,,
3,,5800,,
3,,2000,,
3,,1900,,
3,,909,,
3,,705,,
3,,2700,,
3,,699,,
3,,2100,,
3,,1900,,
3,,636,,
3,,432,,
3,,3000,,
3,,621,,
3,,5300,,
3,,1600,,
3,,1700,,
3,,649,,
3,,476,,
3,,1300,,
3,,1900,,
3,,1700,,
3,,1800,,
3,,586,,
3,,1100,,
